uuid,text
8d440848-c732-5d32-97e5-064f7eb63f58,Lazotep BehemothCreature  Zombie Hippo 1 black 
8e4917f4-027e-5913-93dc-25d1f15d3b12,"Lazotep PlatingAmass 1. (Put a +1/+1 counter on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)
You and permanents you control gain hexproof until end of turn. (You and they can't be the targets of spells or abilities your opponents control.) Instant   If you create a Zombie Army token when Lazotep Plating instructs you to amass 1, that token will gain hexproof until end of turn. You amass 1 and grant hexproof all while Lazotep Plating is resolving. Nothing can happen between the two, and no player may choose to take actions. Army is a new creature type. It’s possible to control a nontoken Army (perhaps a creature with the changeling ability) and, through combinations of other cards, it’s possible to control multiple Army tokens. When instructed to amass, you may put +1/+1 counters on any of your Army creatures, and you may choose a different one each time. If you don’t control an Army, the Zombie Army token that you create enters the battlefield as a 0/0 creature. Any abilities that trigger when a creature with a certain power enters the battlefield, such as that of Mentor of the Meek, will see the token enter as a 0/0 creature before it gets +1/+1 counters. 1 blue "
a61a926e-b1b7-510d-b324-ccd753f5834c,"Lazotep ReaverWhen Lazotep Reaver enters the battlefield, amass 1. (Put a +1/+1 counter on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.) Creature  Zombie Beast Army is a new creature type. It’s possible to control a nontoken Army (perhaps a creature with the changeling ability) and, through combinations of other cards, it’s possible to control multiple Army tokens. When instructed to amass, you may put +1/+1 counters on any of your Army creatures, and you may choose a different one each time. If you don’t control an Army, the Zombie Army token that you create enters the battlefield as a 0/0 creature. Any abilities that trigger when a creature with a certain power enters the battlefield, such as that of Mentor of the Meek, will see the token enter as a 0/0 creature before it gets +1/+1 counters. 1 black "
e7b1cc68-60fd-5301-91e7-c371b40e041d,"Leafkin Druid{T}: Add {G}. If you control four or more creatures, add {G}{G} instead. Creature  Elemental Druid 1 green "
18654437-4edd-59a1-9760-edef3c43539d,"League Guildmage{3}{U}, {T}: Draw a card.
{X}{R}, {T}: Copy target instant or sorcery spell you control with converted mana cost X. You may choose new targets for the copy. Creature  Human Wizard If a spell has {X} in its mana cost, include the value chosen for that X when determining the converted mana cost of that spell. League Guildmage’s second ability can copy any instant or sorcery spell you control, not just one with targets. The copy is created on the stack, so it’s not “cast.” Abilities that trigger when a player casts a spell won’t trigger. If you copy a spell, you control the copy. It will resolve before the original spell does. The copy will have the same targets as the spell it’s copying unless you choose new ones. You may change any number of the targets, including all of them or none of them. If, for one of the targets, you can’t choose a new legal target, then it remains unchanged (even if the current target is illegal). If the spell that’s copied is modal (that is, it says “Choose one —” or the like), the copy will have the same mode. A different mode can’t be chosen. If the spell that’s copied has an X whose value was determined as it was cast (like Banefire does), the copy will have the same value of X. If the spell has damage divided as it was cast, the division can’t be changed (although the targets receiving that damage still can). The same is true of spells that distribute counters. The controller of a copy can’t choose to pay any alternative or additional costs for the copy. However, effects based on any alternative or additional costs that were paid for the original spell are copied as though those same costs were paid for the copy. 1 red 1 blue "
e5ce7efd-e428-5181-bddf-178e31eb9952,LeapfrogLeapfrog has flying as long as you've cast an instant or sorcery spell this turn. Creature  Frog 1 blue 
8076ada4-6c97-50f8-b907-24e523014a73,"Ledev ChampionWhenever Ledev Champion attacks, you may tap any number of untapped creatures you control. Ledev Champion gets +1/+1 until end of turn for each creature tapped this way.
{3}{G}{W}: Create a 1/1 white Soldier creature token with lifelink. Creature  Elf Knight For Ledev Champion’s first ability, the creatures to tap are chosen as the ability resolves. No player may take actions between the time you choose the creatures to tap and the time Ledev Champion’s power and toughness are boosted. Attacking creatures with vigilance may be tapped for Ledev Champion’s first ability. If Ledev Champion itself has vigilance, it can be tapped this way, too. These creatures aren’t removed from combat. Creatures that have come under your control this turn can be tapped for Ledev Champion’s first ability. You can tap creatures this way only as Ledev Champion’s triggered ability is resolving. You can’t tap more creatures later in combat to give it +1/+1 again. 1 white 1 green "
9c88f735-056f-52df-987a-9984e0a16cd7,"Ledev GuardianConvoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of the creature's color.) Creature  Human Knight You can tap an untapped creature you haven’t controlled continuously since the beginning of your most recent turn to convoke a spell. Convoke doesn’t change a spell’s mana cost or converted mana cost. When calculating a spell’s total cost, include any alternative costs, additional costs, or anything else that increases or reduces the cost to cast the spell. Convoke applies after the total cost is calculated. Because convoke isn’t an alternative cost, it can be used in conjunction with alternative costs. Tapping a multicolored creature using convoke will pay for {1} or one mana of your choice of any of that creature’s colors. When using convoke to cast a spell with {X} in its mana cost, first choose the value for X. That choice, plus any cost increases or decreases, will determine the spell’s total cost. Then you can tap creatures you control to help pay that cost. For example, if you cast Worldsoul Colossus (a spell with convoke and mana cost {X}{G}{W}) and choose X to be 3, the total cost is {3}{G}{W}. If you tap two green creatures and two white creatures, you’ll have to pay {1}. If a creature you control has a mana ability with {T} in the cost, activating that ability while casting a spell with convoke will result in the creature being tapped before you pay the spell’s costs. You won’t be able to tap it again for convoke. Similarly, if you sacrifice a creature to activate a mana ability while casting a spell with convoke, that creature won’t be on the battlefield when you pay the spell’s costs, so you won’t be able to tap it for convoke. 1 white "
cd0e19a7-da18-50a9-81c9-61b81c47957c,"Legion Guildmage{5}{R}, {T}: Legion Guildmage deals 3 damage to each opponent.
{2}{W}, {T}: Tap another target creature. Creature  Human Wizard In a Two-Headed Giant game, Legion Guildmage’s first ability causes the opposing team to lose 6 life. 1 white 1 red "
857e9989-15a8-54ea-89dd-ff6a0c01be29,"Legion WarbossMentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)
At the beginning of combat on your turn, create a 1/1 red Goblin creature token. That token gains haste until end of turn and attacks this combat if able. Creature  Goblin Soldier If the token can’t attack for any reason (such as becoming tapped), then it doesn’t attack. If there’s a cost associated with having it attack, its controller isn’t forced to pay that cost, so it doesn’t have to attack in that case either. Mentor compares the power of the creature with mentor with that of the target creature at two different times: once as the triggered ability is put onto the stack, and once as the triggered ability resolves. If you wish to raise a creature’s power so its mentor ability can target a bigger creature, the last chance you have to do so is during the beginning of combat step. If the target creature’s power is no longer less than the attacking creature’s power as the ability resolves, mentor doesn’t add a +1/+1 counter. For example, if two 3/3 creatures with mentor attack and both mentor triggers target the same 2/2 creature, the first to resolve puts a +1/+1 counter on it and the second does nothing. If the creature with mentor leaves the battlefield with mentor on the stack, use its power as that creature last existed on the battlefield to determine whether the target creature has less power. 1 red "
512c2d25-d040-58a2-a871-366ba4627ac2,"Legion's EndExile target creature an opponent controls with converted mana cost 2 or less and all other creatures that player controls with the same name as that creature. Then that player reveals their hand and exiles all cards with that name from their hand and graveyard. Sorcery   If a creature on the battlefield has {X} in its mana cost, X is considered to be 0. The converted mana cost of a token that isn’t a copy of another object is 0. A token that is a copy of another object has the same converted mana cost as that object. The name of a creature token is the same as the creature types specified as it was created unless the token is a copy of another creature or the effect that created the token specifically gives it a different name. Legion’s End targets only one creature. Other creatures will be exiled even if they have hexproof, and cards in its controller’s hand and graveyard will be exiled even if that player has hexproof. If the target creature is an illegal target by the time Legion’s End tries to resolve, the spell doesn’t resolve. No player reveals their hand, and nothing is exiled. A face-down creature has no name, so it can’t share a name with anything. This includes other creatures with no name. 1 black "
4b57174d-08d1-5614-a81f-c58e04e323d9,"Leonin of the Lost PrideWhen Leonin of the Lost Pride dies, exile target card from an opponent's graveyard. Creature  Cat Warrior 1 white "
0520cfc1-4bfc-54e0-af57-b6b5aefd94b0,"Leyline ProwlerDeathtouch, lifelink
{T}: Add one mana of any color. Creature  Nightmare Beast 1 green 1 black "
9fd61f11-7693-5f81-a0b1-6a96eed6ed0d,"Leyline of AbundanceIf Leyline of Abundance is in your opening hand, you may begin the game with it on the battlefield.
Whenever you tap a creature for mana, add an additional {G}.
{6}{G}{G}: Put a +1/+1 counter on each creature you control. Enchantment   An ability that triggers “whenever you tap a creature for mana” triggers only if you activate a mana ability of a creature including {T} in its cost. Mana abilities that don’t include the {T} symbol and instead say “Tap an untapped creature you control” or similar won’t cause Leyline of Abundance’s second ability to trigger. Similarly, it won’t trigger if you tap a creature to activate a mana ability of another object (even if that mana ability also includes {T}). 2 green "
238aeb18-73eb-5246-a7ab-230d2b06fa83,"Leyline of AnticipationIf Leyline of Anticipation is in your opening hand, you may begin the game with it on the battlefield.
You may cast spells as though they had flash. Enchantment   A player’s “opening hand” is the hand of cards the player has after all players have taken mulligans. If players have any cards in hand that allow actions to be taken with them from a player’s opening hand, the starting player takes all such actions first in any order, followed by each other player in turn order. Then the first turn begins. 2 blue "
77496d6e-8967-53a9-b8df-54d511422ad3,"Leyline of CombustionIf Leyline of Combustion is in your opening hand, you may begin the game with it on the battlefield.
Whenever you and/or at least one permanent you control becomes the target of a spell or ability an opponent controls, Leyline of Combustion deals 2 damage to that player. Enchantment   Leyline of Combustion’s triggered ability resolves before the spell that caused it to trigger. It resolves even if that spell is countered. If a spell targets you and/or a permanent you control multiple times, or if a spell targets you and one or more permanents you control, Leyline of Combustion’s triggered ability triggers once. 2 red "
1a0e0142-1f5e-5c5e-8a14-e0b394531dee,"Leyline of SanctityIf Leyline of Sanctity is in your opening hand, you may begin the game with it on the battlefield.
You have hexproof. (You can't be the target of spells or abilities your opponents control.) Enchantment   A player’s “opening hand” is the hand of cards the player has after all players have taken mulligans. If players have any cards in hand that allow actions to be taken with them from a player’s opening hand, the starting player takes all such actions first in any order, followed by each other player in turn order. Then the first turn begins. 2 white "
1595ce6d-81cc-5a2e-a70f-d89407c90e1d,"Leyline of the VoidIf Leyline of the Void is in your opening hand, you may begin the game with it on the battlefield.
If a card would be put into an opponent's graveyard from anywhere, exile it instead. Enchantment   If your opponent discards a card while you control Leyline of the Void, abilities that function when that card is discarded (such as Liliana’s Caress’s ability, or a madness ability of the discarded card) still work, even though that card never reaches that player’s graveyard. In addition, spells or abilities that check the characteristics of the discarded card (such as Chandra Ablaze’s first ability) can find that card in exile. A player’s “opening hand” is the hand of cards the player has after all players have taken mulligans. If players have any cards in hand that allow actions to be taken with them from a player’s opening hand, the starting player takes all such actions first in any order, followed by each other player in turn order. Then the first turn begins. While Leyline of the Void is on the battlefield, nontoken creatures your opponents control won’t die. They’ll be exiled instead. Abilities that would trigger when those creatures die won’t trigger. Tokens still die while Leyline of the Void is on the battlefield. 2 black "
82c0857e-0c2b-5913-a795-f1af575b8bc6,"Light Up the StageSpectacle {R} (You may cast this spell for its spectacle cost rather than its mana cost if an opponent lost life this turn.)
Exile the top two cards of your library. Until the end of your next turn, you may play those cards. Sorcery   Light Up the Stage doesn’t change when you can play the exiled cards. For example, if you exile a sorcery card, you can cast it only during your main phase when the stack is empty. If you exile a land card, you can play it only during your main phase and only if you have an available land play remaining. Casting an exiled card causes it to leave exile. You can’t cast it multiple times. If you don’t play a card exiled this way, it remains in exile. Damage dealt to a player causes that player to lose that much life. Spectacle doesn’t change when you can cast the card. For example, you can’t cast a sorcery with spectacle during an opponent’s turn unless another effect allows you to do so, even if that player has lost life this turn. To determine the total cost of a spell, start with the mana cost or alternative cost you’re paying (such as a spectacle cost), add any cost increases, then apply any cost reductions. The converted mana cost of the spell remains unchanged, no matter what the total cost to cast it was. A card’s spectacle cost is the same no matter how much life your opponents lost or how many opponents lost life. In a multiplayer game, if an opponent loses life and later that turn leaves the game, you can cast a spell for its spectacle cost. (If a player leaves the game during their turn, that turn continues without an active player.) 1 red "
d4f33df9-7f88-5eb2-9289-25402237b4f3,"Light of the LegionFlying
Mentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)
When Light of the Legion dies, put a +1/+1 counter on each white creature you control. Creature  Angel If another white creature you control is dealt lethal damage at the same time as Light of the Legion, they’re destroyed at the same time. That creature won’t receive a counter from Light of the Legion’s ability in time to save it. Mentor compares the power of the creature with mentor with that of the target creature at two different times: once as the triggered ability is put onto the stack, and once as the triggered ability resolves. If you wish to raise a creature’s power so its mentor ability can target a bigger creature, the last chance you have to do so is during the beginning of combat step. If the target creature’s power is no longer less than the attacking creature’s power as the ability resolves, mentor doesn’t add a +1/+1 counter. For example, if two 3/3 creatures with mentor attack and both mentor triggers target the same 2/2 creature, the first to resolve puts a +1/+1 counter on it and the second does nothing. If the creature with mentor leaves the battlefield with mentor on the stack, use its power as that creature last existed on the battlefield to determine whether the target creature has less power. 2 white "
b73df073-2112-5050-990e-1bde24b0286e,"Lightning StormkinFlying
Haste (This creature can attack and {T} as soon as it comes under your control.) Creature  Elemental Wizard 1 red 1 blue "
658c6459-30c2-5ff5-894a-220ab10b6a8a,"Liliana's TriumphEach opponent sacrifices a creature. If you control a Liliana planeswalker, each opponent also discards a card. Instant   You can cast Liliana’s Triumph even if some or all of your opponents will be unable to sacrifice a creature. If you control a Liliana planeswalker, they’ll still discard a card, even if they couldn’t sacrifice a creature. As Liliana’s Triumph resolves, the opponent whose turn it is (or, if it’s your turn, the next opponent in turn order) chooses a creature to sacrifice, then each other opponent in turn order does the same, knowing the choices made before them. Then all the chosen creatures are sacrificed at the same time. Then, if you control a Liliana planeswalker, in the same order, each opponent chooses a card in their hand without revealing it, and those cards are discarded at the same time. Whether you control an appropriate planeswalker is checked only as the spell resolves. Controlling more than one planeswalker of the appropriate type won’t have any more of a benefit than just controlling one. 1 black "
be3bdb81-7720-573e-9ec3-8430e571be33,"Liliana, Dreadhorde GeneralWhenever a creature you control dies, draw a card.
[+1]: Create a 2/2 black Zombie creature token.
[−4]: Each player sacrifices two creatures.
[−9]: Each opponent chooses a permanent they control of each permanent type and sacrifices the rest. Planeswalker Legendary Liliana If Liliana dies at the same time as one or more creatures you control, her first ability triggers for each of those creatures. If Liliana somehow becomes a creature and dies, her first ability will trigger. As Liliana’s second loyalty ability resolves, first the player whose turn it is chooses two creatures they control, then each other player in turn order does the same, knowing the choices made before them. Then all the chosen creatures are sacrificed at the same time. If any player can choose only one creature, that player does so. As Liliana’s last ability resolves, the next opponent in turn order (or, if it’s somehow an opponent’s turn, that opponent) makes all of their choices for it, then each other opponent in turn order does the same, knowing the choices made before them. Then all the unchosen permanents are sacrificed at the same time. The permanent types are artifact, creature, enchantment, land, and planeswalker. Supertypes, like legendary, aren’t permanent types. While making choices for Liliana’s last ability, if a permanent has more than one permanent type, it can count for any of them. For example, you could choose an artifact creature as the artifact you’re sparing, another creature as the creature, and an enchantment creature as the enchantment. Similarly, you could choose an enchantment creature as both the creature and the enchantment that you’re sparing, even if you control another creature and/or another enchantment. 2 black "
2ea1025a-d2b5-5863-a342-f0e9feaea9bc,"Linden, the Steadfast QueenVigilance
Whenever a white creature you control attacks, you gain 1 life. Creature Legendary Human Noble 3 white "
a0662b48-0100-50e9-90bc-64eb9022882d,"Living Twister{1}{R}, Discard a land card: Living Twister deals 2 damage to any target.
{G}: Return a tapped land you control to its owner's hand. Creature  Elemental 1 green 2 red "
a919e947-ec51-57f9-8f5a-677acb4b8b67,"Loaming ShamanWhen Loaming Shaman enters the battlefield, target player shuffles any number of target cards from their graveyard into their library. Creature  Centaur Shaman If Loaming Shaman’s triggered ability targets a player but doesn’t target any cards in that player’s graveyard, that player just shuffles their library. If the target cards become illegal targets, the target player shuffles their library. If the target player becomes an illegal target, Loaming Shaman’s ability has no effect. 1 green "
6557af54-648e-50e5-b265-8ceb29fce1bf,"Loathsome ChimeraEscape—{4}{G}, exile three other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)
Loathsome Chimera escapes with a +1/+1 counter on it. Creature  Chimera Escape’s permission doesn’t change when you may cast the spell from your graveyard. To determine the total cost of a spell, start with the mana cost or alternative cost you’re paying (such as an escape cost), add any cost increases, then apply any cost reductions. The converted mana cost of the spell remains unchanged, no matter what the total cost to cast it was and no matter whether an alternative cost was paid. After an escaped spell resolves, it returns to its owner’s graveyard if it’s not a permanent spell. If it is a permanent spell, it enters the battlefield and will return to its owner’s graveyard if it dies later. Perhaps it will escape again—good underworld security is so hard to come by these days. If a card has multiple abilities giving you permission to cast it, such as two escape abilities or an escape ability and a flashback ability, you choose which one to apply. The others have no effect. If you cast a spell with its escape permission, you can’t choose to apply any other alternative costs or to cast it without paying its mana cost. If it has any additional costs, you must pay those. If a card with escape is put into your graveyard during your turn, you’ll be able to cast it right away if it’s legal to do so, before an opponent can take any actions. Once you begin casting a spell with escape, it immediately moves to the stack. Players can’t take any other actions until you’re done casting the spell. 1 green "
e2eab94e-51cf-5c89-b311-e63da1abfa28,"Loch DragonFlying
Whenever Loch Dragon enters the battlefield or attacks, you may discard a card. If you do, draw a card. Creature  Dragon 4 red 4 blue "
b3bd7373-dedf-5196-8646-d45cc081dabc,"Lochmere SerpentFlash
{U}, Sacrifice an Island: Lochmere Serpent can't be blocked this turn.
{B}, Sacrifice a Swamp: You gain 1 life and draw a card.
{U}{B}: Exile five target cards from an opponent's graveyard. Return Lochmere Serpent from your graveyard to your hand. Activate this ability only any time you could cast a sorcery. Creature  Serpent An Island is a land with the subtype Island, not any land that could produce blue mana. For example, Mystic Sanctuary is an Island, but Castle Vantress isn’t. Similarly, a Swamp is a land with the subtype Swamp, not any land that could produce black mana. Activating Lochmere Serpent’s first activated ability after it has become blocked won’t cause it to become unblocked. You can’t activate Lochmere Serpent’s last ability without targeting five cards in a single opponent’s graveyard. If up to four of the target cards are illegal targets by the time Lochmere Serpent’s last ability resolves, the remaining legal targets are exiled and Lochmere Serpent is returned to your hand. If each target card is an illegal target by the time Lochmere Serpent’s last ability resolves, the entire ability won’t resolve. Lochmere Serpent won’t be returned. 1 blue 1 black "
84fd42fa-b51d-50e4-8656-4e113b880754,"Locthwain Gargoyle{4}: Locthwain Gargoyle gets +2/+0 and gains flying until end of turn. Artifact Creature  Gargoyle You can activate Locthwain Gargoyle’s ability multiple times during one turn, even if it already has flying. "
a965b0b2-5b61-509d-bd70-45e32b61995a,"Locthwain PaladinMenace (This creature can't be blocked except by two or more creatures.)
Adamant — If at least three black mana was spent to cast this spell, Locthwain Paladin enters the battlefield with a +1/+1 counter on it. Creature  Human Knight If an effect allows you to cast a spell without paying its mana cost, you can’t choose to cast it and pay unless another rule or effect allows you to cast that spell for a cost. Similarly, you can’t waive a cost reduction unless that effect says you may. Adamant effects check what mana was actually spent to cast a spell. If an effect allows you to spend mana “as though it were mana” of any color or type, that allows you to spend mana you couldn’t otherwise spend, but it doesn’t change what mana you spent to cast the spell. If you copy a spell that has an adamant ability, no mana was spent to cast the copy at all, so that ability won’t apply. 1 black "
a2fdd8d0-d935-5811-bec6-219cb4e97fb8,"Lonesome UnicornVigilance Creature  Unicorn If an adventurer card ends up in exile for any other reason than by exiling itself while resolving, it won’t give you permission to cast it as a creature spell. You must still follow any timing restrictions and permissions for the creature spell you cast from exile. Normally, you’ll be able to cast it only during your main phase while the stack is empty. If an effect copies an Adventure spell, that copy is exiled as it resolves. It ceases to exist as a state-based action; it’s not possible to cast the copy as a creature. An adventurer card is a creature card in every zone except the stack, as well as while on the stack if not cast as an Adventure. Ignore its alternative characteristics in those cases. For example, while it’s in your graveyard, Giant Killer is a white creature card whose converted mana cost is 1. It can’t be the target of the triggered ability of Mystic Sanctuary. When casting a spell as an Adventure, use the alternative characteristics and ignore all of the card’s normal characteristics. The spell’s color, mana cost, converted mana cost, and so on are determined by only those alternative characteristics. If the spell leaves the stack, it immediately resumes using its normal characteristics. If you cast an adventurer card as an Adventure, use only its alternative characteristics to determine whether it’s legal to cast that spell. For example, if Giant Killer is exiled with the last ability of Vivien, Champion of the Wilds, you can’t cast it as Chop Down. If a spell is cast as an Adventure, its controller exiles it instead of putting it into its owner’s graveyard as it resolves. For as long as it remains exiled, that player may cast it as a creature spell. If an Adventure spell leaves the stack in any way other than resolving (most likely by being countered or by failing to resolve because its targets have all become illegal), that card won’t be exiled and the spell’s controller won’t be able to cast it as a creature later. If an object becomes a copy of an object that has an Adventure, the copy also has an Adventure. If it changes zones, it will either cease to exist (if it’s a token) or cease to be a copy (if it’s a nontoken permanent), and so you won’t be able to cast it as an Adventure. If an effect instructs you to choose a card name, you may choose the alternative Adventure name. Consider only the alternative characteristics to determine whether that is an appropriate name to choose. Casting a card as an Adventure isn’t casting it for an alternative cost. Effects that allow you to cast a spell for an alternative cost or without paying its mana cost may allow you to apply those to the Adventure. 1 white "
d54aa6fa-bb47-528f-b272-42fcbd20e673,"Lost LegionWhen Lost Legion enters the battlefield, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.) Creature  Spirit Knight 2 black "
6e0226df-c9a1-551a-a46a-efce42064e7d,"Lotleth GiantUndergrowth — When Lotleth Giant enters the battlefield, it deals 1 damage to target opponent for each creature card in your graveyard. Creature  Zombie Giant Creature cards with other types, such as artifact creature cards, count for undergrowth abilities. Because tokens aren’t cards, they never count for undergrowth abilities. 1 black "
c14067fc-7ed9-50f7-8320-e2f741802c23,"Lotus FieldHexproof
Lotus Field enters the battlefield tapped.
When Lotus Field enters the battlefield, sacrifice two lands.
{T}: Add three mana of any one color. Land   If Lotus Field enters the battlefield while you control fewer than two other lands, you must sacrifice each land you control, including Lotus Field. "
6589c9b0-a876-5022-b078-c552a8ae39cd,"Lovestruck BeastLovestruck Beast can't attack unless you control a 1/1 creature. Creature  Beast Noble You don’t have to attack with a 1/1 creature for Lovestruck Beast to be able to attack. You just need to control a 1/1 creature. Once Lovestruck Beast is attacking, it’ll remain attacking even if you no longer control a 1/1 creature. If Lovestruck Beast’s power and toughness are reduced to 1/1, it learns that loving oneself is the first step on the true path to happiness, and it can attack even if you control no other 1/1 creatures. An adventurer card is a creature card in every zone except the stack, as well as while on the stack if not cast as an Adventure. Ignore its alternative characteristics in those cases. For example, while it’s in your graveyard, Giant Killer is a white creature card whose converted mana cost is 1. It can’t be the target of the triggered ability of Mystic Sanctuary. When casting a spell as an Adventure, use the alternative characteristics and ignore all of the card’s normal characteristics. The spell’s color, mana cost, converted mana cost, and so on are determined by only those alternative characteristics. If the spell leaves the stack, it immediately resumes using its normal characteristics. If you cast an adventurer card as an Adventure, use only its alternative characteristics to determine whether it’s legal to cast that spell. For example, if Giant Killer is exiled with the last ability of Vivien, Champion of the Wilds, you can’t cast it as Chop Down. If a spell is cast as an Adventure, its controller exiles it instead of putting it into its owner’s graveyard as it resolves. For as long as it remains exiled, that player may cast it as a creature spell. If an Adventure spell leaves the stack in any way other than resolving (most likely by being countered or by failing to resolve because its targets have all become illegal), that card won’t be exiled and the spell’s controller won’t be able to cast it as a creature later. If an adventurer card ends up in exile for any other reason than by exiling itself while resolving, it won’t give you permission to cast it as a creature spell. You must still follow any timing restrictions and permissions for the creature spell you cast from exile. Normally, you’ll be able to cast it only during your main phase while the stack is empty. If an effect copies an Adventure spell, that copy is exiled as it resolves. It ceases to exist as a state-based action; it’s not possible to cast the copy as a creature. If an object becomes a copy of an object that has an Adventure, the copy also has an Adventure. If it changes zones, it will either cease to exist (if it’s a token) or cease to be a copy (if it’s a nontoken permanent), and so you won’t be able to cast it as an Adventure. If an effect instructs you to choose a card name, you may choose the alternative Adventure name. Consider only the alternative characteristics to determine whether that is an appropriate name to choose. Casting a card as an Adventure isn’t casting it for an alternative cost. Effects that allow you to cast a spell for an alternative cost or without paying its mana cost may allow you to apply those to the Adventure. 1 green "
c9a22854-bc08-5942-b060-be53d424abf7,"Loxodon LifechanterWhen Loxodon Lifechanter enters the battlefield, you may have your life total become the total toughness of creatures you control.
{5}{W}: Loxodon Lifechanter gets +X/+X until end of turn, where X is your life total. Creature  Elephant Cleric You can activate Loxodon Lifechanter’s last ability after it has entered the battlefield but before its first ability has resolved. You choose whether to change your life total and, if you choose to do so, you set your life total to the appropriate number while Loxodon Lifechanter’s triggered ability is resolving. No player may take any actions between the time you choose to set your life total and the time your life total changes. For your life total to become a certain number, you gain or lose the corresponding amount of life. For example, if your life total is 4 when the ability resolves and your creatures have a total of 6 toughness, the ability will cause you to gain 2 life; alternatively, if your life total is 10 when the ability resolves, it will cause you to lose 4 life if you choose to change your life total. Other cards that interact with life gain or life loss will interact with this effect accordingly. If you set your life total to become equal to the toughness of creatures you control, this happens once. If the toughness of your creatures changes later, it won’t affect your life total. The value of X is determined only as Loxodon Lifechanter’s last ability begins to resolve. It won’t change later in the turn if your life total changes. 1 white "
c99d4eae-4809-5ddf-95a2-9e375108171f,"Loxodon RestorerConvoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
When Loxodon Restorer enters the battlefield, you gain 4 life. Creature  Elephant Cleric You can tap an untapped creature you haven’t controlled continuously since the beginning of your most recent turn to convoke a spell. Convoke doesn’t change a spell’s mana cost or converted mana cost. When calculating a spell’s total cost, include any alternative costs, additional costs, or anything else that increases or reduces the cost to cast the spell. Convoke applies after the total cost is calculated. Because convoke isn’t an alternative cost, it can be used in conjunction with alternative costs. Tapping a multicolored creature using convoke will pay for {1} or one mana of your choice of any of that creature’s colors. When using convoke to cast a spell with {X} in its mana cost, first choose the value for X. That choice, plus any cost increases or decreases, will determine the spell’s total cost. Then you can tap creatures you control to help pay that cost. For example, if you cast Worldsoul Colossus (a spell with convoke and mana cost {X}{G}{W}) and choose X to be 3, the total cost is {3}{G}{W}. If you tap two green creatures and two white creatures, you’ll have to pay {1}. If a creature you control has a mana ability with {T} in the cost, activating that ability while casting a spell with convoke will result in the creature being tapped before you pay the spell’s costs. You won’t be able to tap it again for convoke. Similarly, if you sacrifice a creature to activate a mana ability while casting a spell with convoke, that creature won’t be on the battlefield when you pay the spell’s costs, so you won’t be able to tap it for convoke. 2 white "
0a8c5480-5bc8-514f-882e-8e955c22f920,"Loxodon SergeantVigilance
When Loxodon Sergeant enters the battlefield, other creatures you control gain vigilance until end of turn. Creature  Elephant Soldier Loxodon Sergeant’s triggered ability affects only creatures you control at the time it resolves. Creatures you begin to control later in the turn won’t gain vigilance. Gaining vigilance any time after the moment you choose to attack with a creature won’t cause it to become untapped. 1 white "
70c825e0-9fe9-55cb-81fa-8a7c688fb534,"Loyal PegasusFlying
Loyal Pegasus can't attack or block alone. Creature  Pegasus If you control more than one Loyal Pegasus, they can attack or block together, even if no other creatures attack or block. Although Loyal Pegasus can’t attack alone, other attacking creatures don’t have to attack the same player or planeswalker. For example, Loyal Pegasus could attack an opponent and another creature could attack a planeswalker that opponent controls. Similarly, other blocking creatures don’t have to block the same creature that Loyal Pegasus blocks. Once Loyal Pegasus has attacked or blocked, it will remain in combat even if you no longer control another attacking or blocking creature. If an effect says that Loyal Pegasus attacks or blocks “if able,” and you control one or more other creatures that are able to attack or block, you must attack or block with Loyal Pegasus and at least one other creature. In a Two-Headed Giant game, Loyal Pegasus can attack or block with a creature controlled by your teammate, even if no other creatures you control are attacking or blocking. 1 white "
5eff1b77-f1d8-5868-9e3a-4613d81234d8,"Lucky CloverWhenever you cast an Adventure instant or sorcery spell, copy it. You may choose new targets for the copy. Artifact   If an effect copies an Adventure spell, that copy is exiled as it resolves. It ceases to exist as a state-based action; it’s not possible to cast the copy as a creature. Lucky Clover can copy any Adventure spell, not just one with targets. The copy is created on the stack, so it’s not “cast.” Abilities that trigger when a player casts a spell won’t trigger. The copy will have the same targets as the spell it’s copying unless you choose new ones. You may change any number of the targets, including all of them or none of them. If, for one of the targets, you can’t choose a new legal target, then it remains unchanged (even if the current target is illegal). Lucky Clover’s ability and the copy it creates both resolve before the Adventure spell. They resolve even if the Adventure spell is countered before the copy is created. "
